"-------------------------------------------------------------------------------------------"
" Monthly average C13 concentrations (per mil) derived from flask air samples               "
" South Pole: Latitude 90.0S Elevation 2810m                                                "
"                                                                                           "
" Source: R. F. Keeling, S. C. Piper, A. F. Bollenbacher and S. J. Walker                   "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu) and            "
" and Dr. Stephen Piper (scpiper@popmail.ucsd.edu), Scripps CO2 Program.                    "
"                                                                                           "
" Flask data in this file through 15-Jan-2019 last updated 01-Nov-2019                      "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly isotope concentrations in per-mil.  This is the     "
" standard version of the data most often sought.  The monthly values have been adjusted    "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
" denoted by -99.99                                                                         "
"                                                                                           "
" CO2 concentrations are measured on the '08A' calibration scale                            "
"                                                                                           "
  Yr, Mn,    Date,      Date,     C13,seasonally,        fit,  seasonally,      C13, seasonally
    ,   ,        ,          ,        ,  adjusted,           ,adjusted fit,   filled,adjusted filled
    ,   ,   Excel,          ,[per mil],[per mil],  [per mil],[per mil],  [per mil],[per mil]
1977, 01,   28140, 1977.0411,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
1977, 02,   28171, 1977.1260,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
1977, 03,   28199, 1977.2027,    -7.49,    -7.51,      -7.50,    -7.52,      -7.49,    -7.51
1977, 04,   28230, 1977.2877,   -99.99,   -99.99,      -7.50,    -7.52,      -7.50,    -7.52
1977, 05,   28260, 1977.3699,   -99.99,   -99.99,      -7.50,    -7.52,      -7.50,    -7.52
1977, 06,   28291, 1977.4548,   -99.99,   -99.99,      -7.50,    -7.52,      -7.50,    -7.52
1977, 07,   28321, 1977.5370,   -99.99,   -99.99,      -7.52,    -7.51,      -7.52,    -7.51
1977, 08,   28352, 1977.6219,   -99.99,   -99.99,      -7.53,    -7.51,      -7.53,    -7.51
1977, 09,   28383, 1977.7068,    -7.54,    -7.52,      -7.53,    -7.51,      -7.54,    -7.52
1977, 10,   28413, 1977.7890,    -7.52,    -7.50,      -7.53,    -7.51,      -7.52,    -7.50
1977, 11,   28444, 1977.8740,    -7.55,    -7.54,      -7.52,    -7.51,      -7.55,    -7.54
1977, 12,   28474, 1977.9562,    -7.51,    -7.50,      -7.52,    -7.51,      -7.51,    -7.50
1978, 01,   28505, 1978.0411,    -7.50,    -7.50,      -7.51,    -7.50,      -7.50,    -7.50
1978, 02,   28536, 1978.1260,    -7.49,    -7.50,      -7.49,    -7.50,      -7.49,    -7.50
1978, 03,   28564, 1978.2027,   -99.99,   -99.99,      -7.48,    -7.50,      -7.48,    -7.50
1978, 04,   28595, 1978.2877,   -99.99,   -99.99,      -7.48,    -7.50,      -7.48,    -7.50
1978, 05,   28625, 1978.3699,   -99.99,   -99.99,      -7.48,    -7.50,      -7.48,    -7.50
1978, 06,   28656, 1978.4548,   -99.99,   -99.99,      -7.48,    -7.49,      -7.48,    -7.49
1978, 07,   28686, 1978.5370,    -7.48,    -7.48,      -7.49,    -7.49,      -7.48,    -7.48
1978, 08,   28717, 1978.6219,    -7.50,    -7.49,      -7.50,    -7.49,      -7.50,    -7.49
1978, 09,   28748, 1978.7068,    -7.54,    -7.52,      -7.50,    -7.49,      -7.54,    -7.52
1978, 10,   28778, 1978.7890,    -7.53,    -7.51,      -7.50,    -7.48,      -7.53,    -7.51
1978, 11,   28809, 1978.8740,    -7.48,    -7.47,      -7.49,    -7.48,      -7.48,    -7.47
