"-------------------------------------------------------------------------------------------"
" Monthly average C13 concentrations (per mil) derived from flask air samples               "
" Alert, NWT, Canada: Latitude 82.3N Longitude 62.3W Elevation 210m                         "
"                                                                                           "
" Source: R. F. Keeling, S. C. Piper, A. F. Bollenbacher and S. J. Walker                   "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu) and            "
" and Dr. Stephen Piper (scpiper@popmail.ucsd.edu), Scripps CO2 Program.                    "
"                                                                                           "
" Flask data in this file through 21-Aug-2019 last updated 05-Nov-2019                      "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly isotope concentrations in per-mil.  This is the     "
" standard version of the data most often sought.  The monthly values have been adjusted    "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
" denoted by -99.99                                                                         "
"                                                                                           "
" CO2 concentrations are measured on the '08A' calibration scale                            "
"                                                                                           "
  Yr, Mn,    Date,      Date,     C13,seasonally,        fit,  seasonally,      C13, seasonally
    ,   ,        ,          ,        ,  adjusted,           ,adjusted fit,   filled,adjusted filled
    ,   ,   Excel,          ,[per mil],[per mil],  [per mil],[per mil],  [per mil],[per mil]
1985, 01,   31062, 1985.0411,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
1985, 02,   31093, 1985.1260,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
1985, 03,   31121, 1985.2027,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
1985, 04,   31152, 1985.2877,   -99.99,   -99.99,     -99.99,   -99.99,     -99.99,   -99.99
1985, 05,   31182, 1985.3699,    -8.08,    -7.82,      -8.13,    -7.87,      -8.08,    -7.82
1985, 06,   31213, 1985.4548,    -7.94,    -7.78,      -8.02,    -7.87,      -7.94,    -7.78
1985, 07,   31243, 1985.5370,    -7.69,    -7.86,      -7.69,    -7.86,      -7.69,    -7.86
1985, 08,   31274, 1985.6219,   -99.99,   -99.99,      -7.37,    -7.86,      -7.37,    -7.86
1985, 09,   31305, 1985.7068,    -7.47,    -7.93,      -7.39,    -7.86,      -7.47,    -7.93
1985, 10,   31335, 1985.7890,    -7.65,    -7.88,      -7.62,    -7.86,      -7.65,    -7.88
1985, 11,   31366, 1985.8740,    -7.95,    -7.97,      -7.84,    -7.85,      -7.95,    -7.97
1985, 12,   31396, 1985.9562,    -7.94,    -7.83,      -7.96,    -7.85,      -7.94,    -7.83
1986, 01,   31427, 1986.0411,    -8.04,    -7.87,      -8.02,    -7.84,      -8.04,    -7.87
1986, 02,   31458, 1986.1260,    -8.06,    -7.85,      -8.05,    -7.84,      -8.06,    -7.85
1986, 03,   31486, 1986.2027,    -8.13,    -7.90,      -8.08,    -7.84,      -8.13,    -7.90
1986, 04,   31517, 1986.2877,    -8.06,    -7.82,      -8.08,    -7.83,      -8.06,    -7.82
1986, 05,   31547, 1986.3699,    -8.06,    -7.80,      -8.09,    -7.83,      -8.06,    -7.80
1986, 06,   31578, 1986.4548,    -7.92,    -7.76,      -7.98,    -7.83,      -7.92,    -7.76
1986, 07,   31608, 1986.5370,    -7.71,    -7.88,      -7.65,    -7.82,      -7.71,    -7.88
1986, 08,   31639, 1986.6219,    -7.36,    -7.84,      -7.33,    -7.82,      -7.36,    -7.84
1986, 09,   31670, 1986.7068,    -7.37,    -7.83,      -7.35,    -7.82,      -7.37,    -7.83
1986, 10,   31700, 1986.7890,    -7.60,    -7.83,      -7.59,    -7.82,      -7.60,    -7.83
1986, 11,   31731, 1986.8740,    -7.77,    -7.79,      -7.80,    -7.82,      -7.77,    -7.79
