"------------------------------------------------------------------------------------------"
"  Daily average CO2 concentrations (ppm) derived from flask air samples"
"  For Alert, NWT, Canada: Latitude 82.3N Longitude 62.3W Elevation 210m"
"                                                                                           "
"   Source: R. F. Keeling, S. C. Piper, A. F. Bollenbacher and S. J. Walker                 "
"   Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                      "
"   Scripps Institution of Oceanography (SIO)                                               "
"   University of California                                                                "
"   La Jolla, California USA 92093-0244                                                     "
"                                                                                           "
"   Status of data and correspondence:                                                      "
"                                                                                           "
"   These data are subject to revision based on recalibration of standard gases. Questions  "
"   about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu) and          "
"   and Dr. Stephen Piper (scpiper@popmail.ucsd.edu), Scripps CO2 Program.                  "
"                                                                                           "
"Flask data in this from archive dated 2019-11-20 14:23:02                                  "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
"   Please cite as:                                                                         "
"                                                                                           "
"   C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and     "
"   H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and "
"   oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps  "
"   Institution of Oceanography, San Diego, 88 pages, 2001.                                 "
"                                                                                           "
"   If it is necessary to cite a peer-reviewed article, please cite as:                     "
"                                                                                           "
"   C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and     "
"   H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and     "
"   oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,     "
"   in 'A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems',   "
"   editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,               "
"   New York, 2005.                                                                         "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"   Sampling dates are reported in 3 formats: Year, Month, Day, Hour and Minute"
"                                             M$Excel spreadsheet date format"
"                                             Decimal year and fractional year"
" N   - Number of flasks used in daily average"
""
"                                                                                           "
" FGC -   CO2 Flags                                                                         "
"  -3 - Potentially Suspect Data Accepted                                                   "
"  -2 - Accepted value from continuous analyzer replacing flask data                        "
"  -1 - Accepted flask value retained although individual measurements deviated             "
"       by more than selected tolerance                                                     "
"   0 - Accepted flask value                                                                "
"   1 - Rejected during analysis                                                            "
"   2 - Rejected unacceptably large flask-analyzer differences associated                   "
"                with night sampling (used only at MLO between Dec 1962 and Sep 1968)       "
"   3 - Rejected flask measurement; used continuous data instead                            "
"   4 - Rejected Replicates do not agree to selected tolerance or single flask              "
"   5 - Rejected Daily average deviates from fit by more than 3 standard deviations         "
"   6 - Rejected to improve local distribution of data such as too many                     "
"                data of generally poor quality (used only at two stations:                 "
"                KUM Aug 1979 - Jun 1980 and LJO Apr 1979 - Sep 1985)                       "
"   7 - Rejected Unsteady air at site (La Jolla only)                                       "
"   8 - Rejected manually (see input/flag_flasks.csv)                                       "
"   9 - Rejected legacy data                                                                "
"                                                                                           "
"   Sample,Sample,    Excel,   Sample, NC,FGC,      Cx"
"     Date,  Time,     Date,     Date,"
1985-05-06, 19:43, 31173.82, 1985.345,  2,  0, 352.34
1985-05-13, 00:00, 31180.00, 1985.362,  2,  0, 353.05
1985-05-20, 19:27, 31187.81, 1985.383,  2,  0, 352.84
1985-05-27, 18:29, 31194.77, 1985.402,  2,  4, 352.12
1985-06-03, 18:29, 31201.77, 1985.421,  2,  4, 352.29
1985-06-10, 18:05, 31208.75, 1985.440,  2,  0, 348.80
1985-06-24, 19:08, 31222.80, 1985.479,  2,  4, 350.56
1985-07-01, 19:00, 31229.79, 1985.498,  2,  4, 349.67
1985-07-08, 21:14, 31236.88, 1985.517,  2,  0, 344.97
1985-07-15, 19:17, 31243.80, 1985.536,  2,  0, 343.52
1985-07-22, 19:13, 31250.80, 1985.556,  2,  4, 341.99
1985-07-29, 19:23, 31257.81, 1985.575,  2,  0, 340.07
1985-08-26, 15:28, 31285.64, 1985.651,  1,  4, 337.33
1985-09-02, 15:02, 31292.63, 1985.670,  2,  0, 337.54
1985-09-10, 15:03, 31300.63, 1985.692,  2,  0, 338.93
1985-09-16, 15:24, 31306.64, 1985.709,  2,  0, 338.64
1985-09-23, 14:50, 31313.62, 1985.728,  2,  0, 339.04
1985-09-30, 15:19, 31320.64, 1985.747,  2,  4, 345.43
1985-10-07, 15:07, 31327.63, 1985.766,  1,  4, 340.12
1985-10-14, 15:20, 31334.64, 1985.785,  2,  0, 343.75
1985-10-21, 14:56, 31341.62, 1985.804,  2,  0, 343.26
1985-10-28, 15:40, 31348.65, 1985.824,  2,  0, 344.09
1985-11-04, 16:45, 31355.70, 1985.843,  2,  0, 345.80
1985-11-12, 20:50, 31363.87, 1985.865,  1,  4, 349.34
1985-12-02, 16:12, 31383.68, 1985.920,  2,  0, 347.29
1985-12-10, 15:37, 31391.65, 1985.942,  2,  4, 348.21
1985-12-16, 15:53, 31397.66, 1985.958,  2,  0, 352.73
1985-12-23, 15:19, 31404.64, 1985.977,  2,  0, 349.88
1985-12-30, 15:38, 31411.65, 1985.996,  2,  0, 351.52
1986-01-06, 15:31, 31418.65, 1986.015,  2,  4, 350.88
1986-01-14, 15:45, 31426.66, 1986.037,  2,  4, 358.49
1986-01-20, 15:23, 31432.64, 1986.054,  2,  0, 351.29
1986-01-27, 15:18, 31439.64, 1986.073,  2,  4, 355.20
1986-02-03, 14:55, 31446.62, 1986.092,  2,  4, 353.28
1986-02-10, 16:22, 31453.68, 1986.111,  2,  0, 352.57
1986-02-17, 15:28, 31460.64, 1986.131,  2,  4, 354.87
1986-02-24, 16:13, 31467.68, 1986.150,  2,  0, 350.82
1986-03-03, 15:37, 31474.65, 1986.169,  2,  0, 353.67
1986-03-10, 16:31, 31481.69, 1986.188,  1,  4, 351.77
1986-03-17, 15:32, 31488.65, 1986.207,  2,  0, 352.98
1986-03-25, 19:42, 31496.82, 1986.230,  1,  4, 352.30
1986-03-31, 16:18, 31502.68, 1986.246,  2,  0, 351.85
1986-04-07, 17:02, 31509.71, 1986.265,  2,  0, 353.14
1986-04-14, 16:27, 31516.69, 1986.284,  2,  0, 353.01
1986-04-21, 11:53, 31523.50, 1986.303,  2,  0, 353.16
1986-04-28, 15:13, 31530.63, 1986.322,  2,  4, 354.78
1986-05-05, 15:03, 31537.63, 1986.341,  2,  4, 353.87
1986-05-12, 17:54, 31544.75, 1986.361,  2,  4, 353.69
1986-05-19, 15:52, 31551.66, 1986.380,  2,  0, 353.67
1986-05-26, 15:45, 31558.66, 1986.399,  1,  4, 353.89
1986-06-02, 15:10, 31565.63, 1986.418,  1,  4, 352.80
1986-06-09, 15:59, 31572.67, 1986.437,  2,  0, 352.53
1986-06-16, 16:09, 31579.67, 1986.457,  2,  0, 351.00
1986-06-23, 14:57, 31586.62, 1986.476,  2,  0, 351.10
1986-06-30, 15:15, 31593.64, 1986.495,  2,  0, 349.26
1986-07-07, 15:40, 31600.65, 1986.514,  2,  0, 349.26
1986-07-14, 15:40, 31607.65, 1986.533,  2,  0, 347.74
1986-07-21, 15:01, 31614.63, 1986.552,  1,  4, 343.22
1986-07-28, 15:40, 31621.65, 1986.572,  2,  0, 343.15
1986-08-04, 15:52, 31628.66, 1986.591,  2,  0, 342.12
1986-09-01, 15:27, 31656.64, 1986.668,  2,  0, 339.15
1986-09-08, 16:57, 31663.71, 1986.687,  1,  4, 340.13
1986-09-15, 16:52, 31670.70, 1986.706,  1,  4, 339.43
1986-09-22, 15:35, 31677.65, 1986.725,  2,  0, 339.46
1986-09-29, 16:26, 31684.68, 1986.744,  2,  0, 341.39
1986-10-06, 15:26, 31691.64, 1986.763,  2,  4, 342.13
1986-10-20, 15:12, 31705.63, 1986.802,  2,  0, 344.56
1986-10-27, 16:14, 31712.68, 1986.821,  2,  0, 346.63
1986-11-03, 17:08, 31719.71, 1986.840,  2,  0, 349.15
1986-11-10, 17:08, 31726.71, 1986.859,  2,  0, 347.64
1986-11-17, 17:21, 31733.72, 1986.879,  2,  0, 348.22
1986-11-24, 16:34, 31740.69, 1986.898,  2,  0, 348.89
1986-12-01, 17:55, 31747.75, 1986.917,  2,  0, 348.34
1986-12-08, 14:53, 31754.62, 1986.936,  2,  0, 349.01
1986-12-15, 14:01, 31761.58, 1986.955,  2,  0, 349.51
1986-12-22, 13:40, 31768.57, 1986.974,  2,  0, 350.09
1986-12-29, 14:56, 31775.62, 1986.993,  2,  0, 350.31
1987-01-06, 14:06, 31783.59, 1987.015,  2,  0, 350.94
1987-01-13, 14:09, 31790.59, 1987.034,  3,  0, 352.15
1987-01-19, 17:44, 31796.74, 1987.051,  2,  0, 351.15
1987-01-26, 14:16, 31803.59, 1987.070,  2,  4, 350.94
1987-02-02, 13:51, 31810.58, 1987.089,  2,  4, 355.72
1987-02-09, 14:01, 31817.58, 1987.108,  2,  0, 352.18
1987-02-16, 14:22, 31824.60, 1987.128,  2,  0, 352.20
1987-02-23, 14:00, 31831.58, 1987.147,  2,  4, 354.12
1987-03-02, 13:49, 31838.58, 1987.166,  2,  4, 352.67
1987-03-09, 14:00, 31845.58, 1987.185,  2,  0, 353.50
1987-03-16, 13:59, 31852.58, 1987.204,  2,  0, 354.18
1987-03-23, 14:02, 31859.58, 1987.224,  2,  0, 354.00
1987-03-30, 13:58, 31866.58, 1987.243,  2,  0, 354.66
1987-04-06, 13:58, 31873.58, 1987.262,  2,  0, 353.64
1987-04-13, 13:59, 31880.58, 1987.281,  2,  0, 353.66
1987-04-20, 14:00, 31887.58, 1987.300,  1,  4, 354.25
1987-04-27, 14:04, 31894.59, 1987.319,  2,  4, 354.78
1987-05-04, 14:00, 31901.58, 1987.339,  2,  0, 354.75
1987-05-25, 14:00, 31922.58, 1987.396,  2,  0, 354.38
1987-06-01, 14:00, 31929.58, 1987.415,  2,  0, 353.62
1987-06-08, 14:00, 31936.58, 1987.434,  2,  0, 353.30
1987-06-15, 14:00, 31943.58, 1987.454,  2,  0, 352.21
1987-06-22, 14:00, 31950.58, 1987.473,  2,  0, 352.75
1987-06-29, 14:00, 31957.58, 1987.492,  2,  0, 351.57
1987-07-06, 14:00, 31964.58, 1987.511,  2,  0, 350.59
1987-07-13, 14:00, 31971.58, 1987.530,  2,  0, 348.66
1987-07-20, 14:00, 31978.58, 1987.550,  2,  0, 347.66
1987-07-27, 14:00, 31985.58, 1987.569,  2,  0, 345.16
1987-08-03, 14:00, 31992.58, 1987.588,  2,  0, 343.28
1987-08-10, 14:01, 31999.58, 1987.607,  2,  0, 341.72
1987-08-17, 14:00, 32006.58, 1987.626,  2,  0, 341.70
1987-08-24, 14:00, 32013.58, 1987.645,  2,  0, 340.90
1987-08-31, 14:00, 32020.58, 1987.665,  2,  0, 339.24
1987-09-07, 14:00, 32027.58, 1987.684,  1,  4, 339.57
1987-09-14, 14:03, 32034.59, 1987.703,  2,  0, 341.17
1987-09-21, 13:59, 32041.58, 1987.722,  2,  0, 341.55
1987-09-28, 14:01, 32048.58, 1987.741,  2,  0, 341.40
1987-10-05, 14:02, 32055.58, 1987.761,  2,  0, 344.86
1987-10-12, 14:00, 32062.58, 1987.780,  2,  4, 346.30
1987-10-19, 14:01, 32069.58, 1987.799,  2,  4, 348.16
1987-10-26, 15:02, 32076.63, 1987.818,  2,  0, 347.59
1987-11-02, 14:03, 32083.59, 1987.837,  2,  4, 348.56
1987-11-09, 14:02, 32090.58, 1987.856,  2,  4, 350.71
1987-11-16, 14:01, 32097.58, 1987.876,  2,  4, 351.64
1987-11-23, 14:01, 32104.58, 1987.895,  2,  0, 350.17
1987-11-30, 14:02, 32111.58, 1987.914,  2,  0, 350.93
1987-12-07, 14:12, 32118.59, 1987.933,  2,  0, 352.68
1987-12-14, 14:34, 32125.61, 1987.952,  2,  0, 352.93
1987-12-21, 16:45, 32132.70, 1987.972,  2,  0, 353.66
1987-12-28, 14:26, 32139.60, 1987.991,  2,  0, 351.92
1988-01-04, 14:01, 32146.58, 1988.010,  2,  0, 351.93
1988-01-11, 19:46, 32153.82, 1988.030,  2,  0, 354.13
1988-01-18, 17:49, 32160.74, 1988.048,  2,  0, 356.29
1988-01-25, 17:39, 32167.74, 1988.068,  2,  0, 354.25
1988-02-01, 14:11, 32174.59, 1988.086,  2,  0, 355.84
1988-02-08, 14:05, 32181.59, 1988.105,  2,  0, 356.69
1988-02-15, 14:08, 32188.59, 1988.125,  2,  0, 354.88
1988-02-22, 14:01, 32195.58, 1988.144,  2,  0, 354.84
1988-02-29, 14:07, 32202.59, 1988.163,  2,  0, 355.43
1988-03-07, 14:02, 32209.58, 1988.182,  2,  0, 355.75
1988-03-14, 15:30, 32216.65, 1988.201,  2,  0, 355.70
1988-03-21, 14:01, 32223.58, 1988.220,  2,  0, 356.05
1988-03-28, 14:01, 32230.58, 1988.239,  2,  0, 357.74
1988-04-04, 14:02, 32237.58, 1988.258,  2,  0, 357.50
1988-04-12, 14:02, 32245.58, 1988.280,  2,  0, 357.07
1988-04-25, 14:05, 32258.59, 1988.316,  2,  0, 357.27
1988-05-03, 19:22, 32266.81, 1988.338,  1,  4, 358.23
1988-05-09, 13:57, 32272.58, 1988.354,  2,  0, 357.19
1988-05-17, 23:41, 32280.99, 1988.377,  2,  0, 357.11
1988-05-23, 16:28, 32286.69, 1988.393,  2,  0, 356.59
1988-05-30, 13:55, 32293.58, 1988.411,  2,  0, 356.61
1988-06-06, 14:02, 32300.58, 1988.431,  2,  4, 357.08
1988-06-13, 14:02, 32307.58, 1988.450,  2,  4, 356.07
1988-06-20, 14:00, 32314.58, 1988.469,  1,  4, 350.86
1988-06-27, 14:16, 32321.59, 1988.488,  2,  0, 354.31
1988-07-04, 14:43, 32328.61, 1988.507,  1,  4, 351.26
1988-07-11, 14:15, 32335.59, 1988.526,  2,  0, 349.48
